"","cars_engine","Freq"
"1","998",4.247305527762
"2","999",1.81349174155902
"3","1124",0.524471847384852
"4","1149",1.24394926850375
"5","1197",1.10272797473641
"6","1198",1.72740684652851
"7","1199",0.760792161316783
"8","1200",0.727740369158471
"9","1229",1.70246776699087
"10","1242",3.89665606004609
"11","1248",1.46569674680224
"12","1299",0.836510812443098
"13","1339",0.946032432822232
"14","1360",1.10903786233027
"15","1364",1.4407576672646
"16","1388",1.11594869159974
"17","1390",1.89071274687435
"18","1395",0.696190931189173
"19","1396",0.578706833608264
"20","1398",1.69976352945065
"21","1399",0.733148844238922
"22","1461",2.28703378193629
"23","1497",0.565335881326038
"24","1498",0.523870905709246
"25","1499",1.01063366294984
"26","1560",3.5164102148066
"27","1587",0.6883786894063
"28","1595",0.542650333071924
"29","1596",2.51959821039569
"30","1598",9.08999402063033
"31","1686",0.897506392517074
"32","1753",0.529880322465303
"33","1796",1.92541712864058
"34","1797",0.676209620475285
"35","1798",1.47966864076007
"36","1896",2.05897641604394
"37","1910",0.886689442356172
"38","1956",1.09191102457551
"39","1968",4.54732565930814
"40","1984",1.05525358236356
"41","1995",4.05785866452731
"42","1997",2.95978798777685
"43","1998",1.79921937676339
"44","1999",0.90126227798961
"45","2143",1.6628056164009
"46","2179",0.537091622572571
"47","2967",0.53904468301829
"48","2993",1.65304031417231
